catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
98910,180.3834879,0.9592046,180.3834879,0.9592046,16.839,16.852,0.08323,0.08194,-21.11,3.18,20.96,21.44,23.52,0.333,84.360016,10.31,0.91,0.074,3,0
92068,214.7498885,0.56352433,214.7498885,0.56352433,16.654,16.673,0.05437,0.05349,-20.26,3.48,20.98,21.46,23.54,0.3808,85.31,9.75,0.56,0.143,3,0
205177,140.7540752,-0.36018863,140.7540752,-0.36018863,17.82,17.846,0.058,0.05685,-19.34,2.9,20.48,20.96,23.04,0.8022,129.61,10,1.36,0.105,3,0
485842,217.6563736,-1.75399911,217.6563736,-1.75399911,16.7,16.713,0.05386,0.05302,-20.23,3.12,21.04,21.52,23.6,0.2045,177.23,9.89,0.76,0.169,3,0
376404,133.2236363,1.42424835,133.2236363,1.42424835,17.841,17.846,0.05175,0.0507,-18.98,2.77,20.53,21.01,23.09,0.7889,10.059998,9.45,0.84,0.125,3,0
40768,183.0030904,-0.76635519,183.0030904,-0.76635519,17.66,16.803,0.07241,0.07114,-20.89,5.71,20.53,21.01,23.09,0.865,6.5,10.57,1.32,0.083,3,3
382172,135.5317333,2.00522431,135.5317333,2.00522431,18.774,18.363,0.05836,0.05728,-18.88,3.13,22.99,23.47,25.55,0.4517,110.4,9.91,1.41,0.21,3,0
54296,177.4599029,-0.21606394,177.4599029,-0.21606394,18.654,18.492,0.02203,0.02033,-16.5,2.02,22,22.48,24.56,0.3398,82.75,8.5,0.8,0.079,8,1
227223,212.6710636,1.33941466,212.6710636,1.33941466,15.654,15.539,0.0556,0.05469,-21.46,3.69,20.46,20.94,23.02,0.1125,88.06,10.31,0.67,0.15,8,0
323220,130.9174369,1.48042966,130.9174369,1.48042966,19.591,15.686,0.05061,0.04959,nan,1.37,21.83,22.32,24.39,0.0408,111.19,10.1,0.63,0.195,8,1
623620,139.7121916,0.63996425,139.7121916,0.63996425,16.1,16.051,0.05781,0.05668,-21.05,8.19,21.24,21.72,23.8,0.7444,4.5899963,10.25,0.81,0.129,8,0
71382,184.6274136,0.01323412,184.6274136,0.01323412,16.926,16.944,0.02288,0.0213,-18.06,3.93,21.72,22.2,24.27,0.1909,34.449997,8.95,0.64,0.097,8,0
544027,213.7572642,-0.86012877,213.7572642,-0.86012877,15.779,15.673,0.03926,0.03837,-20.59,5.37,20.95,21.44,23.51,0.6044,11.149994,10.47,1.29,0.164,8,0
106507,216.4084578,1.01267038,216.4084578,1.01267038,16.176,16.187,0.05559,0.05474,-20.83,5.94,20.77,21.25,23.33,0.7226,28.769989,10.22,0.88,0.118,8,0
419339,139.765395,2.7560636,139.765395,2.7560636,16.868,16.845,0.05453,0.05341,-20.1,4.81,21.78,22.26,24.34,0.415,66.65001,9.79,0.7,0.151,3,0
536087,180.3675987,-0.89171526,180.3675987,-0.89171526,17.116,17.16,0.02243,0.02077,-17.79,5.5,22.35,22.83,24.91,0.4066,21.100006,9.06,0.88,0.093,8,0
417676,132.7365869,2.3383811,132.7365869,2.3383811,16.488,16.409,0.04124,0.04021,-19.94,6.28,20.95,21.44,23.51,0.7775,124.8,9.97,0.98,0.114,8,0
388390,139.8523887,2.57462744,139.8523887,2.57462744,17.681,17.694,0.05745,0.05632,-19.37,3.04,21.5,21.99,24.06,0.4865,75.20001,9.52,0.74,0.152,3,0
325356,139.9039984,1.8272652,139.9039984,1.8272652,17.544,17.578,0.08802,0.08686,-20.56,5.34,21.19,21.68,23.75,0.8556,41.98001,10.35,1.24,0.099,3,0
373202,139.9255787,1.32583201,139.9255787,1.32583201,16.275,16.28,0.01748,0.01654,-18.1,6.68,21.49,21.98,24.05,0.5926,122.71,9.26,0.98,0.093,8,0
610661,181.1794811,0.21399606,181.1794811,0.21399606,18.925,17.477,0.08286,0.08157,-20.74,0.99,20.77,21.26,23.33,0.2472,137.02,10.49,1.21,0.088,3,1
79693,222.7274193,0.02766595,222.7274193,0.02766595,16.697,16.656,0.04384,0.0431,-19.82,4.4,20.71,21.2,23.26,0.7099,15,10.07,1.18,0.174,8,0
71269,183.9734934,0.08162207,183.9734934,0.08162207,17.456,17.472,0.04173,0.04051,-18.87,2.59,20.92,21.4,23.47,0.4795,152.45999,9.09,0.41,0.08,8,0
7202,176.1013572,0.75820074,176.1013572,0.75820074,19.523,18.313,0.08044,0.07914,-19.69,0.87,20.59,21.08,23.15,0.535,108.490005,10.43,1.88,0.115,3,1
618285,215.0580903,0.261061,215.0580903,0.261061,17.337,17.299,0.05371,0.05283,-19.62,2.91,21.35,21.84,23.9,0.2961,120.44,9.51,0.59,0.134,3,0
143934,178.2165258,-1.26130675,178.2165258,-1.26130675,18.234,17.983,0.03013,0.02889,-17.61,5.02,23.16,23.65,25.72,0.4009,32.890015,8.66,0.5,0.08,3,0
492385,216.4086955,-1.49806521,216.4086955,-1.49806521,17.844,17.864,0.05532,0.05446,-19.15,4.2,21.07,21.56,23.62,0.8449,75.19,9.56,0.89,0.165,3,0
463641,213.9552781,-1.31605973,213.9552781,-1.31605973,16.692,16.699,0.05071,0.04982,-20.1,3.94,20.41,20.9,22.96,0.7353,158.41,10.1,1.08,0.173,8,0
509444,221.3207816,-1.56929767,221.3207816,-1.56929767,18.234,18.062,0.03493,0.03417,-17.87,4.9,23.15,23.64,25.71,0.3526,30.459991,9.05,0.84,0.183,8,0
230174,178.7475281,1.85812136,178.7475281,1.85812136,17.794,17.664,0.0224,0.02076,-17.23,3.9,22.72,23.21,25.27,0.1867,109.97,8.48,0.45,0.086,8,0
301885,135.5394785,1.22605088,135.5394785,1.22605088,15.356,15.307,0.0582,0.05711,-21.81,9.4,21.75,22.24,24.3,0.3989,173.60999,10.6,0.86,0.201,8,0
517046,130.5055687,2.39787155,130.5055687,2.39787155,18.158,18.108,0.0267,0.02583,-17.21,5.33,22.02,22.51,24.57,0.814,75.57999,8.49,0.5,0.171,8,0
617696,212.9471425,0.23688316,212.9471425,0.23688316,18.266,18.237,0.05594,0.05503,-18.83,2.2,20.95,21.44,23.5,0.6835,149.59,9.74,1.28,0.163,3,0
346475,133.8466707,2.1913191,133.8466707,2.1913191,17.41,17.346,0.05259,0.05153,-19.56,6.07,21.42,21.91,23.97,0.8368,112.87999,9.89,1.09,0.15,3,0
567736,213.0527275,-0.61270201,213.0527275,-0.61270201,17.006,16.796,0.02597,0.02505,-18.45,3.29,20.86,21.35,23.41,0.4719,168.18,8.69,0.13,0.185,8,0
691143,183.0029916,-0.76756607,183.0029916,-0.76756607,18.927,16.802,0.07316,0.07189,-20.91,5.74,20.53,21.02,23.08,0.8653,6.550003,10.58,1.32,0.083,3,0
592216,212.1044363,-0.10648979,212.1044363,-0.10648979,17.105,17.109,0.05219,0.05127,-19.78,7.09,21.52,22.01,24.07,0.8351,132.71,10.03,1.15,0.146,8,0
227961,215.4973068,1.15991779,215.4973068,1.15991779,16.622,16.613,0.05571,0.05484,-20.46,6.26,20.69,21.19,23.24,0.8436,63.570007,10.36,1.25,0.14,8,0
504728,217.0545824,-1.92951376,217.0545824,-1.92951376,17.328,17.327,0.05498,0.05413,-19.62,2.58,21.29,21.79,23.84,0.2048,15.979996,9.53,0.62,0.199,3,1
240263,221.6252606,1.47367452,221.6252606,1.47367452,17.707,17.751,0.03389,0.03315,-18.14,2.87,20.48,20.97,23.02,0.7872,131.76,9.27,1.01,0.152,8,0
508481,217.1913219,-1.58182167,217.1913219,-1.58182167,16.89,16.932,0.05664,0.05579,-20.12,3.73,21.74,22.24,24.29,0.1552,57.800003,10,0.96,0.2,8,0
599839,132.7967089,0.26435071,132.7967089,0.26435071,17.389,16.99,0.04333,0.04229,-19.47,4.68,21.22,21.71,23.76,0.784,65.95999,9.93,1.15,0.139,8,0
599095,130.1359867,0.26200573,130.1359867,0.26200573,17.229,17.203,0.03571,0.03471,-18.79,3.57,21.67,22.17,24.22,0.3391,70.25,9.44,0.89,0.161,8,0
227079,211.923552,1.3731198,211.923552,1.3731198,18.032,18.044,0.02586,0.02492,-17.22,4.34,21.95,22.45,24.5,0.7148,45.429993,8.5,0.5,0.127,8,0
508188,216.2079049,-1.67718232,216.2079049,-1.67718232,17.147,17.14,0.05729,0.05643,-19.93,3.36,21.4,21.9,23.95,0.3785,149.12,9.61,0.57,0.176,3,0
239172,216.68225,1.62607325,216.68225,1.62607325,18.967,18.967,0.02978,0.02896,-16.58,2.56,22.22,22.72,24.77,0.5506,11.929993,8.22,0.47,0.115,8,0
460298,211.5145211,-1.65757555,211.5145211,-1.65757555,17.622,17.632,0.05521,0.05427,-19.33,5.3,21.59,22.09,24.13,0.8177,112.44,9.51,0.73,0.201,3,0
98143,176.4121979,0.92089627,176.4121979,0.92089627,18.185,18.219,0.0285,0.02726,-17.29,2.88,22.17,22.67,24.72,0.3741,166.13,8.39,0.33,0.089,8,0
296859,213.7086597,1.5074082,213.7086597,1.5074082,17.763,17.773,0.05311,0.05222,-19.15,3.23,21.59,22.09,24.14,0.5277,52.67,9.51,0.81,0.181,3,0
517594,132.9977473,2.54344202,132.9977473,2.54344202,17.327,17.339,0.02952,0.02851,-18.22,3.89,20.92,21.43,23.47,0.7477,88.390015,8.97,0.58,0.115,8,0
537171,184.4414943,-1.00868702,184.4414943,-1.00868702,17.976,17.582,0.04106,0.03984,-18.72,2.48,21.46,21.96,24.01,0.1667,38.190002,9.36,0.83,0.102,8,0
567625,212.6099362,-0.58853964,212.6099362,-0.58853964,17.358,17.336,0.05465,0.05373,-19.61,3.92,21.45,21.95,24,0.5887,19.279999,9.58,0.69,0.173,3,0
387241,135.674972,2.40831035,135.674972,2.40831035,19.07,17.178,0.10752,0.10639,-21.46,1.31,21.74,22.24,24.29,0.1127,150.69,11.34,2.42,0.197,4,1
560718,181.3329015,-0.48020161,181.3329015,-0.48020161,17.071,16.996,0.0067,0.00481,-15.29,3.56,21.7,22.21,24.25,0.1391,52.37999,7.76,0.5,0.082,8,0
92743,217.4278277,0.62259815,217.4278277,0.62259815,18.142,18.099,0.05441,0.05357,-18.86,3.32,20.99,21.5,23.54,0.819,123.58,9.42,0.85,0.147,3,0
419334,139.7562019,2.70246532,139.7562019,2.70246532,16.599,16.625,0.05573,0.0546,-20.42,7.87,21.22,21.72,23.76,0.8457,74.36,10.14,0.98,0.145,8,0
594967,222.7589609,-0.13985383,222.7589609,-0.13985383,18.259,18.239,0.04228,0.04155,-18.14,2.18,21.39,21.9,23.94,0.4737,40.059998,9.02,0.7,0.176,8,0
77153,211.9921866,0.11388244,211.9921866,0.11388244,17.152,17.166,0.02653,0.02561,-18.15,7.25,21.3,21.8,23.84,0.8818,127.53001,9.17,0.86,0.173,8,0
279578,138.0682925,0.93230885,138.0682925,0.93230885,15.627,15.616,0.05523,0.05412,-21.39,8.14,21.06,21.56,23.6,0.6598,178.07999,10.48,0.91,0.124,8,0
544892,217.5474719,-1.04132237,217.5474719,-1.04132237,17.358,17.237,0.03067,0.02985,-18.41,2.84,21,21.51,23.55,0.5501,143.63,9,0.52,0.178,3,0
38993,174.4134966,-0.81512934,174.4130799,-0.81512934,16.01,16.036,0.0456,0.04433,-20.5,3.51,20.38,20.88,22.92,0.5433,19.380005,9.58,0.24,0.068,3,5
8222,181.0862584,0.75397754,181.0862584,0.75397754,15.911,15.905,0.09822,0.09692,-22.44,4.98,21.28,21.79,23.83,0.1428,24.660004,10.9,1,0.088,4,0
56183,184.8524471,-0.29409913,184.8524471,-0.29409913,16.692,16.541,0.04026,0.03904,-19.72,3.58,21.2,21.71,23.75,0.2303,136.91,9.5,0.52,0.087,8,0
184015,174.5578652,-1.60202731,174.5578652,-1.60202731,16.735,16.749,0.0798,0.07849,-21.11,5.16,21.09,21.6,23.63,0.7007,104.52,10.53,1.16,0.094,3,0
425744,129.6099055,2.98449341,129.6099055,2.98449341,15.889,15.872,0.06154,0.06053,-21.35,5.83,21.46,21.97,24,0.2459,8.100006,10.34,0.78,0.118,3,0
647226,140.5392274,-0.9386845,140.5392274,-0.9386845,17.875,17.804,0.05672,0.05557,-19.3,4.19,20.86,21.37,23.41,0.8626,121.85,9.98,1.35,0.121,3,0
279891,139.7083126,1.02299675,139.7083126,1.02299675,18.603,18.561,0.02478,0.02381,-16.58,2.36,21.56,22.07,24.1,0.5841,125.86,8.2,0.43,0.094,8,0
325545,140.9740472,1.82005905,140.9740472,1.82005905,17.668,17.61,0.05763,0.05649,-19.53,6.28,21.22,21.73,23.77,0.899,78.04999,9.95,1.18,0.157,3,0
278551,132.363603,0.76743296,132.363603,0.76743296,17.185,17.18,0.08811,0.08703,-20.94,3.74,20.59,21.1,23.13,0.7658,47.820007,10.38,1.08,0.134,3,0
49857,222.9728383,-0.72344931,222.9722827,-0.72344931,17.172,16.88,0.04451,0.04378,-19.6,3.98,21.68,22.19,24.22,0.554,95.47,9.47,0.54,0.184,8,5
22070,175.659563,1.12265905,175.659563,1.12265905,16.705,16.692,0.0489,0.04764,-20.01,4.29,21.43,21.94,23.97,0.3536,168.18,9.66,0.57,0.077,3,0
53995,176.1365662,-0.2887605,176.1365662,-0.2887605,16.932,16.982,0.04816,0.04689,-19.69,2.97,21.34,21.85,23.88,0.044,57.34999,9.63,0.71,0.081,3,0
54359,177.7429904,-0.36795035,177.7429904,-0.36795035,15.47,15.465,0.04376,0.0425,-21,5.22,20.95,21.46,23.49,0.1328,153.99,10.3,0.87,0.083,8,0
319288,214.0160024,1.88929177,214.0160024,1.88929177,18.277,16.927,0.02723,0.02636,-18.53,1.13,20.63,21.14,23.17,0.1188,174.32,10.06,1.62,0.18,8,1
511867,216.3884607,-1.11394391,216.3884607,-1.11394391,15.071,15.023,0.05609,0.05523,-22.01,6.15,20.56,21.07,23.1,0.4029,27.809998,10.68,0.86,0.177,8,0
209708,134.6189875,0.08804292,134.6189875,0.08804292,18.532,18.065,0.02948,0.02845,-17.48,4.17,21.92,22.43,24.46,0.7216,171.72,8.66,0.57,0.105,8,0
31873,182.0935287,-1.24808234,182.0935287,-1.24808234,17.082,17.14,0.0523,0.05105,-19.71,5.4,22.37,22.88,24.91,0.2805,155.72,9.63,0.68,0.083,3,0
622033,130.417365,0.68296071,130.417365,0.68296071,16.709,16.291,0.04686,0.04585,-20.37,5.49,21.12,21.63,23.66,0.7135,132.26001,10.73,1.51,0.155,8,1
372926,138.291939,1.15636082,138.291939,1.15636082,17.316,17.314,0.0561,0.05498,-19.69,2.22,21.03,21.54,23.57,0.0967,93.76,9.71,0.82,0.1,3,0
185265,179.6926304,-1.4658493,179.6926304,-1.4658493,15.821,15.396,0.02298,0.02139,-19.63,2.95,19.79,20.3,22.33,0.4321,139.88,9.86,0.96,0.099,8,1
79743,222.8326961,0.02424879,222.8326961,0.02424879,19.155,18.912,0.04372,0.04299,-17.66,2.77,22.93,23.45,25.47,0.1901,157.76001,9.12,1.01,0.172,8,1
551028,138.5567889,-0.44647809,138.5567889,-0.44647809,17.004,17.023,0.0542,0.05308,-19.92,3.44,20.75,21.27,23.29,0.6282,71.84,9.64,0.6,0.112,3,0
203765,135.2370674,-0.27561154,135.2370674,-0.27561154,17.189,17.16,0.05399,0.05291,-19.77,3.11,20.65,21.17,23.19,0.6463,76.03,9.7,0.74,0.143,3,1
209742,134.7873161,0.11748243,134.7873161,0.11748243,19.632,16.518,0.10617,0.10504,-22.23,1.86,21.1,21.62,23.64,0.8297,122.1,11.76,3.19,0.107,4,1
185266,179.6916932,-1.46184363,179.6916932,-1.46184363,14.426,13.224,0.00683,0.005,-19.15,29.24,21.69,22.21,24.23,0.6814,93.420006,9.85,1.13,0.099,8,1
422275,130.0237519,2.46398841,130.0237519,2.46398841,17.261,17.222,0.03031,0.02933,-18.39,4.9,22.73,23.25,25.27,0.1693,24.25,8.97,0.5,0.117,3,0
230628,180.4671548,1.98109645,180.4671548,1.98109645,18.225,18.286,0.04892,0.04768,-18.49,4.53,22.01,22.53,24.55,0.7813,164.93,9.53,1.17,0.096,3,0
99932,185.0257519,0.96120554,185.0257519,0.96120554,16.991,16.975,0.09161,0.09034,-21.2,2.73,20.97,21.49,23.51,0.2107,21.430008,10.32,0.87,0.08,3,0
203148,132.8401706,-0.39515579,132.8401706,-0.39515579,17.394,17.412,0.04393,0.04289,-19.04,1.88,20.73,21.25,23.27,0.1233,19.850006,9.27,0.57,0.109,8,0
278865,133.9916085,0.85936503,133.9916085,0.85936503,19.471,18.722,0.04221,0.04116,nan,2.01,22.21,22.73,24.75,0.4831,130.81,8.98,0.87,0.194,3,0
238328,213.9658206,1.58637871,213.9658206,1.58637871,17.492,17.519,0.02627,0.02538,-17.75,2.44,21.07,21.59,23.61,0.3558,147.35,8.82,0.62,0.144,8,0
177518,177.0442037,-1.98910252,177.0442037,-1.98910252,16.789,16.682,0.00689,0.00512,-15.67,4.5,22.66,23.18,25.2,0.6335,76.64,7.63,0.18,0.07,8,0
505620,220.7572766,-1.88446285,220.7572766,-1.88446285,17.483,17.442,0.04196,0.04119,-18.94,7.3,21.79,22.31,24.33,0.8606,110.20999,9.43,0.81,0.198,8,0
209613,134.1125563,0.19400178,134.1125563,0.19400178,18.136,18.106,0.05799,0.05692,-18.99,1.65,20.66,21.18,23.2,0.4748,28.259995,9.42,0.8,0.163,3,0
623141,137.196599,0.65062497,137.196599,0.65062497,17.579,17.588,0.05489,0.05379,-19.38,2.09,20.97,21.49,23.51,0.2528,104.729996,9.42,0.59,0.136,3,0
375376,129.0032113,0.88362184,129.0032113,0.88362184,16.947,16.225,0.10773,0.10668,-22.48,3.55,21.53,22.05,24.07,0.2384,56.51999,11.61,1.7,0.166,4,0
509892,223.3294399,-1.48566666,223.3294399,-1.48566666,17.752,17.467,0.03554,0.03482,-18.46,3.85,21.93,22.45,24.47,0.6432,27.959991,9.01,0.52,0.194,8,0
303131,140.8936526,1.38618677,140.8936526,1.38618677,16.907,16.808,0.02652,0.02549,-18.51,2.73,20.79,21.31,23.33,0.282,14.160004,9.06,0.55,0.163,8,0
381499,132.9075154,1.81164346,132.9075154,1.81164346,18.232,18.25,0.03886,0.03783,-17.9,2.47,20.91,21.43,23.44,0.7198,69.47,8.84,0.61,0.127,3,0
48506,217.3447785,-0.82803119,217.3447785,-0.82803119,17.118,16.431,0.04935,0.04851,-20.37,4.99,20.56,21.09,23.1,0.7831,174.07999,10.35,1.24,0.172,8,0
204096,136.5210687,-0.26037368,136.5210687,-0.26037368,15.848,15.833,0.04096,0.03988,-20.47,4.36,20.94,21.46,23.48,0.1672,93.83,9.98,0.74,0.139,8,0
572404,134.4485378,-0.15453354,134.4485378,-0.15453354,17.412,18.87,0.02923,0.02821,-16.67,4.15,22.27,22.79,24.81,0.2742,163.09,8.36,0.6,0.113,8,1
70107,178.5264957,0.03292719,178.5264957,0.03292719,18.279,18.309,0.02787,0.02662,-17.12,3.21,21.94,22.46,24.47,0.6028,169.20999,8.39,0.42,0.077,8,0
544674,216.4301854,-0.93004096,216.4301854,-0.93004096,17.015,17.005,0.05263,0.05178,-19.86,3.32,21.19,21.71,23.72,0.4023,105.35,9.79,0.82,0.184,3,0
17273,222.7629509,0.68300398,222.7629509,0.68300398,16.213,16.216,0.06971,0.06896,-21.33,4.18,21.11,21.64,23.64,0.2735,92.45,10.42,0.89,0.17,3,0
53977,176.0183969,-0.2109729,176.0183969,-0.2109729,15.924,15.945,0.0495,0.04823,-20.79,3.79,20.7,21.22,23.23,0.2022,13.809998,10.01,0.62,0.088,8,0
55537,182.6940393,-0.41907645,182.6940393,-0.41907645,16.57,16.567,0.07992,0.07864,-21.32,4.68,21.11,21.64,23.64,0.5562,173.51001,10.54,1.08,0.094,3,0
85474,182.5693589,0.62658322,182.5693589,0.62658322,15.255,15.199,0.02235,0.02069,-19.76,9.73,20.79,21.32,23.33,0.7406,61.26999,10,1.07,0.113,8,0
558887,174.3740438,-0.47339514,174.3740438,-0.47339514,17.618,17.585,0.02986,0.02861,-18,3.6,21.86,22.39,24.4,0.4045,28.229996,8.83,0.53,0.072,8,0
463434,213.0345456,-1.32676328,213.0345456,-1.32676328,16.073,16.106,0.05465,0.05374,-20.88,3.28,19.78,20.31,22.31,0.6346,112.76001,10.34,1,0.24,8,0
570114,222.1707493,-0.58504643,222.1707493,-0.58504643,17.591,17.601,0.04388,0.04313,-18.88,2.77,21.58,22.1,24.11,0.296,142.94,9.21,0.57,0.184,8,0
302996,140.2040352,1.41770685,140.2040352,1.41770685,18.363,16.326,0.08303,0.08187,-21.81,1.7,20.7,21.23,23.23,0.5397,158.08,11.39,1.63,0.124,8,1
16083,217.6880305,0.77548084,217.6880305,0.77548084,17.294,17.308,0.0882,0.08734,-20.79,4.17,21.14,21.67,23.67,0.7212,154.45999,10.39,1.18,0.147,3,0
492232,215.4563809,-1.33837031,215.4563809,-1.33837031,16.712,16.681,0.0846,0.0837,-21.31,2.91,20.43,20.96,22.96,0.4766,102.92,10.38,0.88,0.175,3,0
220371,181.237152,1.50824383,181.237152,1.50824383,15.916,15.807,0.02196,0.02025,-19.1,6.97,21.61,22.14,24.14,0.3537,78.880005,9.53,0.83,0.078,8,0
214673,131.0620654,0.60918614,131.0620654,0.60918614,16.201,14.02,0.05227,0.05125,-22.74,4.36,21.37,21.9,23.9,0.0868,84.619995,11.98,2.66,0.128,8,1
79670,222.6020455,0.10402328,222.6020455,0.10402328,17.484,17.504,0.04232,0.04158,-18.88,3.11,20.68,21.21,23.21,0.7334,68.33,9.45,0.86,0.171,8,0
299120,223.3591075,1.20016023,223.3591075,1.20016023,19.374,19.449,0.03331,0.0326,-16.38,1.7,21.28,21.81,23.81,0.7468,136.12,8.71,1.17,0.19,3,6
39263,176.2560313,-0.80844005,176.2560313,-0.80844005,16.846,15.806,0.05156,0.05029,-21.12,3.71,20.99,21.52,23.52,0.503,113.490005,10.88,1.32,0.088,8,1
485362,215.2460309,-1.88304088,215.2460309,-1.88304088,16.73,16.711,0.05584,0.05496,-20.29,5.01,21.81,22.34,24.34,0.392,109.32,9.91,0.76,0.206,3,0
31452,179.8634845,-1.15512599,179.8634845,-1.15512599,15.419,15.423,0.02197,0.02024,-19.48,10.01,20.85,21.39,23.38,0.7815,120.46,9.51,0.62,0.092,8,0
9115,184.9647231,0.81033712,184.9647231,0.81033712,17.71,17.731,0.03499,0.03378,-18.21,2.88,20.42,20.95,22.95,0.7863,111.01,9.06,0.71,0.074,8,0
92944,218.1444182,0.45553806,218.1444182,0.45553806,16.453,16.439,0.03186,0.03105,-19.29,3.16,20.07,20.6,22.6,0.6062,3.6600037,9.57,0.8,0.139,8,0
599591,132.1185465,0.27207873,132.1185465,0.27207873,17.436,17.467,0.05299,0.05195,-19.48,4.74,21.17,21.7,23.7,0.8104,147.57,9.86,1.09,0.145,3,0
278363,130.6712316,0.72923082,130.6712316,0.72923082,19.356,18.359,0.07109,0.07005,-19.49,3.29,22.56,23.1,25.09,0.7072,163.38,10.4,1.58,0.134,3,1
238393,214.1796183,1.71800545,214.1796183,1.71800545,16.903,16.881,0.05659,0.0557,-20.15,3.56,21.56,22.09,24.09,0.1554,99.939995,9.8,0.66,0.157,3,0
204892,139.7867958,-0.37131572,139.7867958,-0.37131572,18.527,18.411,0.03973,0.03861,-17.79,4.1,22.65,23.18,25.18,0.5687,113,8.78,0.58,0.118,3,0
619191,218.4745159,0.41369085,218.4745159,0.41369085,18.462,18.403,0.03674,0.03594,-17.64,4.18,22.53,23.06,25.06,0.6856,105.09,8.71,0.56,0.136,3,0
210808,139.7568943,0.17251983,139.7568943,0.17251983,17.484,17.487,0.01841,0.01748,-17.02,3.8,22.53,23.07,25.06,0.1344,3.209999,8.41,0.49,0.119,8,0
272913,181.2826499,1.37025343,181.2826499,1.37025343,16.688,16.706,0.08685,0.08556,-21.35,5.03,21.43,21.97,23.96,0.5213,50.130005,10.42,0.91,0.068,3,0
386898,134.4043943,2.23945194,134.4043943,2.23945194,15.59,15.578,0.05478,0.05372,-21.4,7.31,21.73,22.26,24.26,0.21,145.28,10.44,0.86,0.143,8,0
8353,182.0164873,0.69760629,182.0164873,0.69760629,15.618,15.44,0.02147,0.01967,-19.41,5.37,20.9,21.43,23.42,0.3726,148.9,9.44,0.56,0.093,8,0
610047,178.3384685,0.28365349,178.3384685,0.28365349,17.06,17.058,0.04803,0.04677,-19.59,3.26,21.4,21.94,23.93,0.232,142.5,9.51,0.6,0.078,3,0
296776,213.3045997,1.45595441,213.3045997,1.45595441,17.199,17.16,0.07828,0.07736,-20.69,4.63,20.73,21.26,23.26,0.8124,73.67999,10.37,1.17,0.144,3,1
55150,180.7542081,-0.29117679,180.7542081,-0.29117679,15.308,15.336,0.0417,0.04046,-21.03,4.47,20.37,20.91,22.9,0.2074,9.040009,10.12,0.63,0.099,8,0
77170,211.9193503,0.17771147,211.9193503,0.17771147,18.827,18.811,0.02548,0.02452,-16.44,2.69,22.65,23.19,25.18,0.3361,159.03,8.23,0.53,0.176,8,0
535776,179.3650294,-0.93400406,179.3650294,-0.93400406,17.397,17.346,0.05345,0.05219,-19.55,3.26,21.42,21.96,23.95,0.4108,21.39,9.59,0.72,0.094,3,0
251367,218.2340858,1.89579906,218.2340858,1.89579906,17.209,17.2,0.03058,0.02978,-18.43,3.46,22,22.54,24.53,0.2963,95.88,9.04,0.56,0.143,8,0
348149,140.506958,2.23230274,140.506958,2.23230274,17.32,17.354,0.05773,0.05659,-19.72,3.85,20.99,21.53,23.51,0.7227,134.04001,9.46,0.47,0.147,3,0
324611,136.4167434,1.85747242,136.4167434,1.85747242,18.607,18.575,0.02516,0.02425,-16.59,2.81,21.61,22.15,24.14,0.7547,61.850006,8.24,0.5,0.154,8,0
301346,133.5245894,1.19185948,133.5245894,1.19185948,15.696,15.686,0.04512,0.04407,-20.86,3.44,19.87,20.41,22.39,0.4617,68.75,10.16,0.76,0.192,8,0
513221,222.3170153,-1.1329291,222.3170153,-1.1329291,18.45,18.448,0.04351,0.04276,-17.96,3.24,22.94,23.48,25.47,0.1779,167.93,8.72,0.43,0.181,3,0
278741,133.433979,0.80360945,133.433979,0.80360945,17.421,17.378,0.04076,0.03972,-18.91,6.18,21.62,22.17,24.15,0.8143,92.88,9.25,0.6,0.175,8,0
485549,216.2247598,-1.85930673,216.2247598,-1.85930673,17.795,17.753,0.03089,0.03005,-17.92,4.43,22.82,23.36,25.35,0.2647,94.52,8.89,0.62,0.174,3,0
568552,215.5208519,-0.59683005,215.5208519,-0.59683005,18.011,17.983,0.05117,0.0503,-18.85,5.3,21.76,22.3,24.28,0.8404,34.059998,9.47,0.92,0.189,3,0
550844,137.8484945,-0.42565108,137.8484945,-0.42565108,17.786,17.774,0.08925,0.0881,-20.39,2.42,19.75,20.29,22.28,0.8428,42.549988,10.31,1.29,0.124,3,0
321265,222.341857,1.74884763,222.341857,1.74884763,17.304,17.302,0.08843,0.08766,-20.85,3.36,20.46,21,22.98,0.7682,129.73,10.52,1.3,0.159,3,0
196565,131.5925596,-0.71623866,131.5925596,-0.71623866,18.244,18.169,0.04143,0.04041,-18.13,2.83,21.75,22.3,24.28,0.5258,69.81,8.87,0.52,0.089,3,0
507878,214.6600913,-1.62773367,214.6600913,-1.62773367,18.553,18.296,0.03299,0.03212,-17.57,3.28,21.99,22.54,24.52,0.6857,9.709991,8.91,0.78,0.238,3,0
55372,181.8404418,-0.37666426,181.8404418,-0.37666426,16.677,16.702,0.0237,0.0222,-18.37,4.21,20.58,21.13,23.11,0.7015,44.61,9.04,0.59,0.076,8,0
62412,212.7931849,-0.28606372,212.7931849,-0.28606372,16.966,16.926,0.02674,0.02584,-18.42,8.49,21.68,22.23,24.21,0.8637,59.990005,9.29,0.88,0.183,8,0
